CODIGO|DESCRICAO|DT_INI|DT_FIM|ORDEM|TIPO|COD_SUP|NIVEL|NATUREZA
3|LUCRO LÍQUIDO DO PERÍODO DE APURAÇÃO|01012020|31122020|2|S||1|04
3.01|LUCRO LÍQUIDO ANTES DO IRPJ E DA CSLL|01012020|31122020|3|S|3|2|04
3.01.01|RESULTADO DO PERÍODO DE APURAÇÃO|01012020|31122020|4|S|3.01|3|04
3.01.01.01|RESULTADO OPERACIONAL|01012020|31122020|5|S|3.01.01|4|04
3.01.01.01.01|RESULTADO DA ATIVIDADE DE SEGUROS, PREVIDÊNCIA ABERTA E CAPITALIZAÇÃO|01012020|31122020|6|S|3.01.01.01|5|04
3.01.01.01.01.01|PRÊMIOS GANHOS|01012020|31122020|7|S|3.01.01.01.01|6|04
3.01.01.01.01.01.01|Prêmios de Seguros Diretos e de Resseguros Retidos|01012020|31122020|8|A|3.01.01.01.01.01|7|04
3.01.01.01.01.01.02|(-) Ajustes de Emissão (Descontos, Cancelamentos e Restituições)|01012020|31122020|9|A|3.01.01.01.01.01|7|04
3.01.01.01.01.01.03|Prêmios de Cosseguros Aceitos e Retrocessões|01012020|31122020|10|A|3.01.01.01.01.01|7|04
3.01.01.01.01.01.04|(-)Prêmios de Cosseguros Cedidos, Resseguros Cedidos e Cedidos a Consórcios e Fundos|01012020|31122020|11|A|3.01.01.01.01.01|7|04
3.01.01.01.01.01.05|Variações das Provisões Técnicas|01012020|31122020|12|A|3.01.01.01.01.01|7|04
3.01.01.01.01.02|OUTROS GANHOS|01012020|31122020|13|S|3.01.01.01.01|6|04
3.01.01.01.01.02.01|(-)Indenizações Avisadas|01012020|31122020|14|A|3.01.01.01.01.02|7|04
3.01.01.01.01.02.02|(-)Despesas com Sinistro|01012020|31122020|15|A|3.01.01.01.01.02|7|04
3.01.01.01.01.02.03|(-)Despesas com Benefícios e Resgates|01012020|31122020|16|A|3.01.01.01.01.02|7|04
3.01.01.01.01.02.04|Recuperação de Sinistros|01012020|31122020|17|A|3.01.01.01.01.02|7|04
3.01.01.01.01.02.05|Salvados|01012020|31122020|18|A|3.01.01.01.01.02|7|04
3.01.01.01.01.02.06|Ressarcimentos|01012020|31122020|19|A|3.01.01.01.01.02|7|04
3.01.01.01.01.02.07|Variação da Provisão de Sinistros e Eventos Ocorridos Mas Não Avisados|01012020|31122020|20|A|3.01.01.01.01.02|7|04
3.01.01.01.01.02.08|(-)Despesas de Comissões|01012020|31122020|21|A|3.01.01.01.01.02|7|04
3.01.01.01.01.02.09|Recuperação de Comissões|01012020|31122020|22|A|3.01.01.01.01.02|7|04
3.01.01.01.01.02.10|(-)Outras Despesas de Comercialização|01012020|31122020|23|A|3.01.01.01.01.02|7|04
3.01.01.01.01.02.11|Variação das Despesas de Comercialização Diferidas|01012020|31122020|24|A|3.01.01.01.01.02|7|04
3.01.01.01.01.02.12|Outras Receitas de Seguros|01012020|31122020|25|A|3.01.01.01.01.02|7|04
3.01.01.01.01.02.13|(-)Outras Despesas de Seguros|01012020|31122020|26|A|3.01.01.01.01.02|7|04
3.01.01.01.01.02.14|(-)Despesa com Provisão para Riscos de Créditos Duvidosos|01012020|31122020|27|A|3.01.01.01.01.02|7|04
3.01.01.01.01.02.15|Rendas de Contribuições Retidas - Previdência|01012020|31122020|28|A|3.01.01.01.01.02|7|04
3.01.01.01.01.02.16|Variações das Provisões Técnicas - Previdência|01012020|31122020|29|A|3.01.01.01.01.02|7|04
3.01.01.01.01.02.17|(-)Despesas com Benefícios e Resgates - Previdência|01012020|31122020|30|A|3.01.01.01.01.02|7|04
3.01.01.01.01.02.18|(-)Despesas de Comercialização Retidas - Previdência|01012020|31122020|31|A|3.01.01.01.01.02|7|04
3.01.01.01.01.02.19|Outras Receitas de Previdência|01012020|31122020|32|A|3.01.01.01.01.02|7|04
3.01.01.01.01.02.20|(-)Outras Despesas de Previdência|01012020|31122020|33|A|3.01.01.01.01.02|7|04
3.01.01.01.01.02.21|Receita Líquida com Títulos de Capitalização|01012020|31122020|34|A|3.01.01.01.01.02|7|04
3.01.01.01.01.02.22|Variações das Provisões Técnicas - Capitalização|01012020|31122020|35|A|3.01.01.01.01.02|7|04
3.01.01.01.01.02.23|(-)Despesas com Resgates e Sorteios - Capitalização|01012020|31122020|36|A|3.01.01.01.01.02|7|04
3.01.01.01.01.02.24|(-)Despesas de Comercialização - Capitalização|01012020|31122020|37|A|3.01.01.01.01.02|7|04
3.01.01.01.01.02.25|Outras Receitas de Capitalização|01012020|31122020|38|A|3.01.01.01.01.02|7|04
3.01.01.01.01.02.26|(-) Outras Despesas de Capitalização|01012020|31122020|39|A|3.01.01.01.01.02|7|04
3.01.01.01.01.03|RECEITAS OPERACIONAIS|01012020|31122020|40|S|3.01.01.01.01|6|04
3.01.01.01.01.03.01|Receitas em Operações de Renda Fixa|01012020|31122020|41|A|3.01.01.01.01.03|7|04
3.01.01.01.01.03.02|Receitas em Operações de Renda Variável|01012020|31122020|42|A|3.01.01.01.01.03|7|04
3.01.01.01.01.03.03|Ajuste Positivo a Valor de Mercado|01012020|31122020|43|A|3.01.01.01.01.03|7|04
3.01.01.01.01.03.04|Variações Cambiais Ativas|01012020|31122020|44|A|3.01.01.01.01.03|7|04
3.01.01.01.01.03.05|Receitas de Juros sobre o Capital Próprio|01012020|31122020|45|A|3.01.01.01.01.03|7|04
3.01.01.01.01.03.06|Rendimentos e Ganhos de Capital Auferidos no Exterior|01012020|31122020|46|A|3.01.01.01.01.03|7|04
3.01.01.01.01.03.07|Outras Receitas Financeiras|01012020|31122020|47|A|3.01.01.01.01.03|7|04
3.01.01.01.01.03.08|Resultados Positivos em participações Societárias|01012020|31122020|48|A|3.01.01.01.01.03|7|04
