CODIGO|DESCRICAO|DT_INI|DT_FIM|ORDEM|TIPO|COD_SUP|NIVEL|NATUREZA
1|ATIVO|01012014||1|S||1|01
1.01|ATIVO CIRCULANTE|01012014||2|S|1|2|01
1.01.01|DISPONIBILIDADES|01012014||3|S|1.01|3|01
1.01.01.01|CAIXA GERAL|01012014||4|S|1.01.01|4|01
1.01.01.01.01|Caixa Matriz|01012014||5|A|1.01.01.01|5|01
1.01.01.01.02|Caixa Filiais|01012014||6|A|1.01.01.01|5|01
1.01.01.02|DEPÓSITOS BANCÁRIOS À VISTA|01012014||7|S|1.01.01|4|01
1.01.01.02.01|Bancos Conta Movimento - No País|01012014||8|A|1.01.01.02|5|01
1.01.01.02.02|Bancos Conta Movimento - No Exterior|01012014||9|A|1.01.01.02|5|01
1.01.01.04|NUMERÁRIOS EM TRÂNSITO|01012014||10|S|1.01.01|4|01
1.01.01.04.01|Numerários em Trânsito|01012014||11|A|1.01.01.04|5|01
1.01.01.05|TÍTULOS E VALORES MOBILIÁRIOS  - NÃO HEDGE - NO PAÍS|01012014||12|S|1.01.01|4|01
1.01.01.05.01|Títulos para Negociação - Mensurados a Valor Justo Por Meio do Resultado (VJPR) - No País|01012014||13|A|1.01.01.05|5|01
1.01.01.05.02|Títulos Disponíveis para Venda - No País|01012014||14|A|1.01.01.05|5|01
1.01.01.05.03|Títulos Mantidos até o Vencimento - No País|01012014||15|A|1.01.01.05|5|01
1.01.01.05.10|Debêntures Emitidas por Partes Relacionadas - No País|01012014||16|A|1.01.01.05|5|01
1.01.01.05.11|Debêntures Emitidas por Partes Não Relacionadas - No País|01012014||17|A|1.01.01.05|5|01
1.01.01.05.15|Outros Empréstimos e Recebíveis - No País|01012014||18|A|1.01.01.05|5|01
1.01.01.05.50|(-) Juros a Apropriar Decorrentes de Ajuste a Valor Presente (AVP) -  Valores Mobiliários - No País|01012014||19|A|1.01.01.05|5|01
1.01.01.05.55|(-) Perdas  por Redução ao Valor Recuperável (Impairment)- Valores Mobiliários - No País|01012014||20|A|1.01.01.05|5|01
1.01.01.06|VALORES MOBILIÁRIOS  - HEDGE - NO PAÍS|01012014||23|S|1.01.01|4|01
1.01.01.06.01|Derivativos - Hedge Valor Justo - No País|01012014||24|A|1.01.01.06|5|01
1.01.01.06.02|Derivativos - Hedge Fluxo de Caixa - No País|01012014||25|A|1.01.01.06|5|01
1.01.01.06.03|Derivativos - Hedge  Investimento no Exterior - No País|01012014||26|A|1.01.01.06|5|01
1.01.01.09|TÍTULOS E VALORES MOBILIÁRIOS - NÃO HEDGE - NO EXTERIOR|01012014||29|S|1.01.01|4|01
1.01.01.09.01|Títulos para Negociação - Mensurados a Valor Justo por Meio de Resultado (VJPR) - No Exterior|01012014||30|A|1.01.01.09|5|01
1.01.01.09.02|Títulos Disponíveis para Venda - No Exterior|01012014||31|A|1.01.01.09|5|01
1.01.01.09.03|Títulos Mantidos até o Vencimento - No Exterior|01012014||32|A|1.01.01.09|5|01
1.01.01.09.10|Debêntures emitidas por Partes Relacionadas - No Exterior|01012014||33|A|1.01.01.09|5|01
1.01.01.09.11|Debêntures emitidas por Partes Não Relacionadas - No Exterior|01012014||34|A|1.01.01.09|5|01
1.01.01.09.15|Outros Empréstimos e Recebíveis - No Exterior|01012014||35|A|1.01.01.09|5|01
1.01.01.09.50|(-) Juros a Apropriar Decorrentes de Ajuste a Valor Presente (AVP) -  Valores Mobiliários - No Exterior|01012014||36|A|1.01.01.09|5|01
1.01.01.09.55|(-) Perdas  por Redução ao Valor Recuperável (Impairment)- Valores Mobiliários - No Exterior|01012014||37|A|1.01.01.09|5|01
1.01.01.10|VALORES MOBILIÁRIOS  - HEDGE - NO EXTERIOR|01012014||40|S|1.01.01|4|01
1.01.01.10.01|Derivativos - Hedge Valor Justo -  No Exterior|01012014||41|A|1.01.01.10|5|01
1.01.01.10.02|Derivativos - Hedge Fluxo de Caixa - No Exterior|01012014||42|A|1.01.01.10|5|01
1.01.01.10.03|Derivativos - Hedge  Investimento no Exterior - No Exterior|01012014||43|A|1.01.01.10|5|01
1.01.01.40|RECURSOS NO EXTERIOR DECORRENTES DE EXPORTAÇÃO|01012014||45|S|1.01.01|4|01
1.01.01.40.01|Recursos no Exterior Decorrentes de Exportação|01012014||46|A|1.01.01.40|5|01
1.01.01.99|OUTRAS DISPONIBILIDADES|01012014||47|S|1.01.01|4|01
1.01.01.99.01|Outras Disponibilidades|01012014||48|A|1.01.01.99|5|01
1.01.02|CRÉDITOS|01012014||49|S|1.01|3|01
1.01.02.01|ADIANTAMENTOS|01012014||50|S|1.01.02|4|01
1.01.02.01.01|Adiantamentos a Fornecedores - no País  Circulante|01012014||51|A|1.01.02.01|5|01
1.01.02.01.02|Adiantamentos a Fornecedores - no Exterior  Circulante|01012014||52|A|1.01.02.01|5|01
1.01.02.01.03|Adiantamentos a Funcionários  Circulante|01012014||53|A|1.01.02.01|5|01
1.01.02.01.04|Adiantamentos a Terceiros  Circulante|01012014||54|A|1.01.02.01|5|01
1.01.02.01.98|Outros Adiantamentos   Circulante|01012014||55|A|1.01.02.01|5|01
1.01.02.02|DUPLICATAS A RECEBER|01012014||56|S|1.01.02|4|01
1.01.02.02.01|Duplicatas a Receber - Operações com Partes Não Relacionadas - no País|01012014||57|A|1.01.02.02|5|01
1.01.02.02.02|Duplicatas a Receber - Operações com Partes Não Relacionadas - no Exterior|01012014||58|A|1.01.02.02|5|01
1.01.02.02.03|Duplicatas a Receber - Operações com Partes Relacionadas - no País|01012014||59|A|1.01.02.02|5|01
1.01.02.02.04|Duplicatas a Receber - Operações com Partes Relacionadas - no Exterior|01012014||60|A|1.01.02.02|5|01
1.01.02.02.50|(-) Juros a Apropriar Decorrentes de Ajuste da Valor Presente (AVP)   Duplicatas a Receber|01012014||61|A|1.01.02.02|5|01
1.01.02.02.52|(-) Perdas Estimadas em Créditos de Liquidação Duvidosa - Duplicatas a Receber|01012014||62|A|1.01.02.02|5|01
1.01.02.02.55|(-) Perdas por Redução ao Valor Recuperável (Impairment) - Duplicatas a Receber|01012014||63|A|1.01.02.02|5|01
1.01.02.03|TRIBUTOS A RECUPERAR|01012014||65|S|1.01.02|4|01
1.01.02.03.01|IPI a Recuperar|01012014||66|A|1.01.02.03|5|01
1.01.02.03.02|ICMS a Recuperar|01012014||67|A|1.01.02.03|5|01
1.01.02.03.03|PIS  a Recuperar - Crédito Básico|01012014||68|A|1.01.02.03|5|01
1.01.02.03.04|PIS  a Recuperar - Crédito Presumido|01012014||69|A|1.01.02.03|5|01
1.01.02.03.05|COFINS  a Recuperar - Crédito Básico|01012014||70|A|1.01.02.03|5|01
1.01.02.03.06|COFINS  a Recuperar - Crédito Presumido|01012014||71|A|1.01.02.03|5|01
1.01.02.03.07|CIDE a Recuperar|01012014||72|A|1.01.02.03|5|01
1.01.02.03.40|Outros Impostos e Contribuições a Recuperar|01012014||73|A|1.01.02.03|5|01
1.01.02.03.50|(-) Juros a Apropriar Decorrentes de Ajuste a Valor Presente (AVP) -  Tributos a Recuperar|01012014||74|A|1.01.02.03|5|01
1.01.02.03.55|(-) Perdas  por Redução ao Valor Recuperável (Impairment) -  Tributos a Recuperar|01012014||75|A|1.01.02.03|5|01
1.01.02.04|TRIBUTOS A COMPENSAR|01012014||76|S|1.01.02|4|01
1.01.02.04.01|Imposto de Renda Retido na Fonte (IRRF)|01012014||77|A|1.01.02.04|5|01
1.01.02.04.02|IRPJ Recolhido por Estimativa|01012014||78|A|1.01.02.04|5|01
1.01.02.04.03|IRPJ Saldo Negativo|01012014||79|A|1.01.02.04|5|01
1.01.02.04.04|CSLL Retida na Fonte|01012014||80|A|1.01.02.04|5|01
1.01.02.04.05|CSLL Recolhida por Estimativa|01012014||81|A|1.01.02.04|5|01
1.01.02.04.06|CSLL Saldo Negativo|01012014||82|A|1.01.02.04|5|01
1.01.02.04.07|PIS/PASEP Retido na Fonte|01012014||83|A|1.01.02.04|5|01
1.01.02.04.08|PIS/PASEP a Compensar|01012014||84|A|1.01.02.04|5|01
