CODIGO|DESCRICAO|DT_INI|DT_FIM|ORDEM|TIPO|COD_SUP|NIVEL|NATUREZA
3|RESULTADO LÍQUIDO DO PERÍODO|01012020|31122020|2|S||1|04
3.01|RESULTADO LÍQUIDO DO PERÍODO ANTES DO IRPJ E DA CSLL - ATIVIDADE GERAL|01012020|31122020|3|S|3|2|04
3.01.01|RESULTADO OPERACIONAL|01012020|31122020|4|S|3.01|3|04
3.01.01.01|RECEITA LIQUIDA|01012020|31122020|5|S|3.01.01|4|04
3.01.01.01.01|RECEITA BRUTA|01012020|31122020|6|S|3.01.01.01|5|04
3.01.01.01.01.01|Receita de Exportação Direta de Mercadorias e Produtos|01012020|31122020|7|A|3.01.01.01.01|6|04
3.01.01.01.01.02|Receita de Vendas de Mercadorias e Produtos a Comercial Exportadora com Fim Específico de Exportação|01012020|31122020|8|A|3.01.01.01.01|6|04
3.01.01.01.01.03|Receita de Exportação de Serviços|01012020|31122020|9|A|3.01.01.01.01|6|04
3.01.01.01.01.04|Receita da Venda de Produtos de Fabricação Própria no Mercado Interno|01012020|31122020|10|A|3.01.01.01.01|6|04
3.01.01.01.01.05|Receita da Revenda de Mercadorias no Mercado Interno|01012020|31122020|11|A|3.01.01.01.01|6|04
3.01.01.01.01.06|Receita da Prestação de Serviços no Mercado Interno|01012020|31122020|12|A|3.01.01.01.01|6|04
3.01.01.01.01.07|Receita da Venda de Unidades Imobiliárias|01012020|31122020|13|A|3.01.01.01.01|6|04
3.01.01.01.01.08|Receita da Locação de Bens Móveis e Imóveis|01012020|31122020|14|A|3.01.01.01.01|6|04
3.01.01.01.01.20|Receita de Contrato de Construção|01012020|31122020|15|A|3.01.01.01.01|6|04
3.01.01.01.01.25|Receita de Direito de Exploração Serviço Público|01012020|31122020|16|A|3.01.01.01.01|6|04
3.01.01.01.01.30|Receita de Securitização de Créditos|01012020|31122020|17|A|3.01.01.01.01|6|04
3.01.01.01.01.98|Outras Receitas da Atividade Geral|01012020|31122020|18|A|3.01.01.01.01|6|04
3.01.01.01.02|DEDUÇÕES DA RECEITA BRUTA|01012020|31122020|19|S|3.01.01.01|5|04
3.01.01.01.02.01|(-) Vendas Canceladas e Devoluções de Vendas|01012020|31122020|20|A|3.01.01.01.02|6|04
3.01.01.01.02.02|(-) Descontos Incondicionais e Abatimentos|01012020|31122020|21|A|3.01.01.01.02|6|04
3.01.01.01.02.03|(-) ICMS|01012020|31122020|22|A|3.01.01.01.02|6|04
3.01.01.01.02.04|(-) COFINS Sobre Receita Bruta|01012020|31122020|23|A|3.01.01.01.02|6|04
3.01.01.01.02.05|(-) PIS/PASEP Sobre Receita Bruta|01012020|31122020|24|A|3.01.01.01.02|6|04
3.01.01.01.02.06|(-) ISS|01012020|31122020|25|A|3.01.01.01.02|6|04
3.01.01.01.02.09|(-) Demais Impostos e Contribuições Incidentes sobre Vendas e Serviços|01012020|31122020|26|A|3.01.01.01.02|6|04
3.01.01.01.02.10|(-) Ajuste a Valor Presente sobre Receita Bruta|01012020|31122020|27|A|3.01.01.01.02|6|04
3.01.01.01.02.60|(-) CPC 47 - Modificações Contratuais|01012020|31122020|28|A|3.01.01.01.02|6|04
3.01.01.01.02.62|(-) CPC 47 - Reconhecimento de Passivos de Contrato - Garantias|01012020|31122020|29|A|3.01.01.01.02|6|04
3.01.01.01.02.64|(-) CPC 47 - Reconhecimento de Passivos de Contrato - Direitos Não Exercidos|01012020|31122020|30|A|3.01.01.01.02|6|04
3.01.01.01.02.66|(-) CPC 47 - Reconhecimento de Passivos de Contrato - Serviços de Custódia - Vendas para Entrega Futura|01012020|31122020|31|A|3.01.01.01.02|6|04
3.01.01.01.02.68|(-) CPC 47 - Preço de Transação - Contraprestações Variáveis|01012020|31122020|32|A|3.01.01.01.02|6|04
3.01.01.01.02.70|(-) CPC 47 - Preço de Transação - Reavaliações de Contraprestação Variável|01012020|31122020|33|A|3.01.01.01.02|6|04
3.01.01.01.02.72|(-) CPC 47 - Preço de Transação - Contraprestações Pagas ou a Pagar|01012020|31122020|34|A|3.01.01.01.02|6|04
3.01.01.01.02.74|(-) CPC 47 - Preço de Transação - Obrigações de Desempenho|01012020|31122020|35|A|3.01.01.01.02|6|04
3.01.01.01.02.76|(-) CPC 47 - Critérios Divergentes da Legislação Tributária - Não Recebimento de Contraprestação|01012020|31122020|36|A|3.01.01.01.02|6|04
3.01.01.01.02.78|(-) CPC 47 - Critérios Divergentes da Legislação Tributária - Passivo de Contrato - Direito à Devolução|01012020|31122020|37|A|3.01.01.01.02|6|04
3.01.01.01.02.80|(-) CPC 47 - Critérios Divergentes da Legislação Tributária - Passivo de Contrato - Direito de Aquisição Opcional|01012020|31122020|38|A|3.01.01.01.02|6|04
3.01.01.03|CUSTO DOS BENS E SERVIÇOS|01012020|31122020|39|S|3.01.01|4|04
3.01.01.03.01|CUSTO DOS BENS E SERVIÇOS VENDIDOS DAS ATIVIDADES EM GERAL|01012020|31122020|40|S|3.01.01.03|5|04
3.01.01.03.01.01|(-) Custo dos Produtos de Fabricação Própria Vendidos|01012020|31122020|41|A|3.01.01.03.01|6|04
3.01.01.03.01.02|(-) Custo das Mercadorias Revendidas|01012020|31122020|42|A|3.01.01.03.01|6|04
3.01.01.03.01.03|(-) Custo dos Serviços Prestados|01012020|31122020|43|A|3.01.01.03.01|6|04
3.01.01.03.01.04|(-) Custo das Unidades Imobiliárias Vendidas|01012020|31122020|44|A|3.01.01.03.01|6|04
3.01.01.03.01.10|(-) Custo dos Bens Arrendados|01012020|31122020|45|A|3.01.01.03.01|6|04
3.01.01.03.01.20|(-) Custo de Construção|01012020|31122020|45|A|3.01.01.03.01|6|04
3.01.01.03.01.30|(-) Custo de Operação de Securitização|01012020|31122020|46|A|3.01.01.03.01|6|04
3.01.01.05|OUTRAS RECEITAS OPERACIONAIS|01012020|31122020|47|S|3.01.01|4|04
