CODIGO|DESCRICAO|DT_INI|DT_FIM|ORDEM|TIPO|COD_SUP|NIVEL|NATUREZA
4|Encerramento do Exercício|01012018|31122018|2|S||1|04
4.1|RECEITAS - GESTÃO ADMINISTRATIVA|01012018|31122018|3|S|4|2|04
4.1.1|GESTÃO PREVIDENCIAL|01012018|31122018|4|S|4.1|3|04
4.1.1.1|CORRENTES|01012018|31122018|5|S|4.1.1|4|04
4.1.1.1.01|PATROCINADOR(ES)|01012018|31122018|6|S|4.1.1.1|5|04
4.1.1.1.01.01|Contribuição para Custeio|01012018|31122018|7|A|4.1.1.1.01|6|04
4.1.1.1.01.02|Reembolsos|01012018|31122018|8|A|4.1.1.1.01|6|04
4.1.1.1.02|Instituidor(es)|01012018|31122018|9|A|4.1.1.1|5|04
4.1.1.1.03|Participantes|01012018|31122018|10|A|4.1.1.1|5|04
4.1.1.1.04|Autopatrocinados|01012018|31122018|11|A|4.1.1.1|5|04
4.1.1.1.05|Participantes em BPD|01012018|31122018|12|A|4.1.1.1|5|04
4.1.1.2|Remunerações das Contribuições em Atraso/Contratadas|01012018|31122018|13|A|4.1.1|4|04
4.1.1.3|Dotação Inicial|01012018|31122018|14|A|4.1.1|4|04
4.1.1.4|Doações|01012018|31122018|15|A|4.1.1|4|04
4.1.2|INVESTIMENTOS|01012018|31122018|16|S|4.1|3|04
4.1.2.1|Custeio Administrativo|01012018|31122018|17|A|4.1.2|4|04
4.1.2.2|Taxa de Administração de Empréstimos e Financiamentos|01012018|31122018|18|A|4.1.2|4|04
4.1.3|Gestão Assistencial|01012018|31122018|19|A|4.1|3|04
4.1.4|Diretas|01012018|31122018|20|A|4.1|3|04
4.1.9|Outras|01012018|31122018|21|A|4.1|3|04
4.2|DESPESAS - GESTÃO ADMINISTRATIVA|01012018|31122018|22|S|4|2|04
4.2.1|GESTÃO PREVIDENCIAL|01012018|31122018|23|S|4.2|3|04
4.2.1.1|DESPESAS COMUNS|01012018|31122018|24|S|4.2.1|4|04
4.2.1.1.01|PESSOAL E ENCARGOS|01012018|31122018|25|S|4.2.1.1|5|04
4.2.1.1.01.01|Conselheiros|01012018|31122018|26|A|4.2.1.1.01|6|04
4.2.1.1.01.02|Dirigentes|01012018|31122018|27|A|4.2.1.1.01|6|04
4.2.1.1.01.03|Pessoal Próprio|01012018|31122018|28|A|4.2.1.1.01|6|04
4.2.1.1.01.04|Pessoal Cedido|01012018|31122018|29|A|4.2.1.1.01|6|04
4.2.1.1.01.05|Estagiários|01012018|31122018|30|A|4.2.1.1.01|6|04
4.2.1.1.01.99|Outras|01012018|31122018|31|A|4.2.1.1.01|6|04
4.2.1.1.02|Treinamentos /Congressos e Seminários|01012018|31122018|32|A|4.2.1.1|5|04
4.2.1.1.03|Viagens e Estadias|01012018|31122018|33|A|4.2.1.1|5|04
4.2.1.1.04|SERVIÇOS DE TERCEIROS|01012018|31122018|34|S|4.2.1.1|5|04
4.2.1.1.04.01|PESSOA FÍSICA|01012018|31122018|35|S|4.2.1.1.04|6|04
4.2.1.1.04.01.01|Consultoria Atuarial|01012018|31122018|36|A|4.2.1.1.04.01|7|04
4.2.1.1.04.01.02|Consultoria Contábil|01012018|31122018|37|A|4.2.1.1.04.01|7|04
4.2.1.1.04.01.03|Consultoria Jurídica|01012018|31122018|38|A|4.2.1.1.04.01|7|04
4.2.1.1.04.01.04|Recursos Humanos|01012018|31122018|39|A|4.2.1.1.04.01|7|04
4.2.1.1.04.01.05|Informática|01012018|31122018|40|A|4.2.1.1.04.01|7|04
4.2.1.1.04.01.06|Gestão/Planejamento Estratégico|01012018|31122018|41|A|4.2.1.1.04.01|7|04
4.2.1.1.04.01.99|Outras|01012018|31122018|42|A|4.2.1.1.04.01|7|04
4.2.1.1.04.02|PESSOA JURÍDICA|01012018|31122018|43|S|4.2.1.1.04|6|04
4.2.1.1.04.02.01|Consultoria Atuarial|01012018|31122018|44|A|4.2.1.1.04.02|7|04
4.2.1.1.04.02.02|Consultoria Contábil|01012018|31122018|45|A|4.2.1.1.04.02|7|04
4.2.1.1.04.02.03|Consultoria Jurídica|01012018|31122018|46|A|4.2.1.1.04.02|7|04
4.2.1.1.04.02.04|Recursos Humanos|01012018|31122018|47|A|4.2.1.1.04.02|7|04
4.2.1.1.04.02.05|Informática|01012018|31122018|48|A|4.2.1.1.04.02|7|04
4.2.1.1.04.02.06|Gestão/Planejamento Estratégico|01012018|31122018|49|A|4.2.1.1.04.02|7|04
4.2.1.1.04.02.07|Auditoria Contábil|01012018|31122018|50|A|4.2.1.1.04.02|7|04
4.2.1.1.04.02.08|Auditoria Atuarial/Benefícios|01012018|31122018|51|A|4.2.1.1.04.02|7|04
4.2.1.1.04.02.99|Outras|01012018|31122018|52|A|4.2.1.1.04.02|7|04
4.2.1.1.05|Despesas Gerais|01012018|31122018|53|A|4.2.1.1|5|04
4.2.1.1.06|Depreciações e Amortizações|01012018|31122018|54|A|4.2.1.1|5|04
4.2.1.1.07|Tributos|01012018|31122018|55|A|4.2.1.1|5|04
4.2.1.1.99|Outras Despesas|01012018|31122018|56|A|4.2.1.1|5|04
4.2.1.2|DESPESAS ESPECÍFICAS|01012018|31122018|57|S|4.2.1|4|04
4.2.1.2.01|PESSOAL E ENCARGOS|01012018|31122018|58|S|4.2.1.2|5|04
4.2.1.2.01.01|Conselheiros|01012018|31122018|59|A|4.2.1.2.01|6|04
4.2.1.2.01.02|Dirigentes|01012018|31122018|60|A|4.2.1.2.01|6|04
4.2.1.2.01.03|Pessoal Próprio|01012018|31122018|61|A|4.2.1.2.01|6|04
4.2.1.2.01.04|Pessoal Cedido|01012018|31122018|62|A|4.2.1.2.01|6|04
4.2.1.2.01.05|Estagiários|01012018|31122018|63|A|4.2.1.2.01|6|04
4.2.1.2.01.99|Outras|01012018|31122018|64|A|4.2.1.2.01|6|04
4.2.1.2.02|Treinamentos /Congressos e Seminários|01012018|31122018|65|A|4.2.1.2|5|04
4.2.1.2.03|Viagens e Estadias|01012018|31122018|66|A|4.2.1.2|5|04
4.2.1.2.04|SERVIÇOS DE TERCEIROS|01012018|31122018|67|S|4.2.1.2|5|04
4.2.1.2.04.01|PESSOA FÍSICA|01012018|31122018|68|S|4.2.1.2.04|6|04
4.2.1.2.04.01.01|Consultoria Atuarial|01012018|31122018|69|A|4.2.1.2.04.01|7|04
4.2.1.2.04.01.02|Consultoria Contábil|01012018|31122018|70|A|4.2.1.2.04.01|7|04
4.2.1.2.04.01.03|Consultoria Jurídica|01012018|31122018|71|A|4.2.1.2.04.01|7|04
4.2.1.2.04.01.04|Recursos Humanos|01012018|31122018|72|A|4.2.1.2.04.01|7|04
4.2.1.2.04.01.05|Informática|01012018|31122018|73|A|4.2.1.2.04.01|7|04
4.2.1.2.04.01.06|Gestão/Planejamento Estratégico|01012018|31122018|74|A|4.2.1.2.04.01|7|04
4.2.1.2.04.01.99|Outras|01012018|31122018|75|A|4.2.1.2.04.01|7|04
4.2.1.2.04.02|PESSOA JURÍDICA|01012018|31122018|76|S|4.2.1.2.04|6|04
4.2.1.2.04.02.01|Consultoria Atuarial|01012018|31122018|77|A|4.2.1.2.04.02|7|04
4.2.1.2.04.02.02|Consultoria Contábil|01012018|31122018|78|A|4.2.1.2.04.02|7|04
4.2.1.2.04.02.03|Consultoria Jurídica|01012018|31122018|79|A|4.2.1.2.04.02|7|04
4.2.1.2.04.02.04|Recursos Humanos|01012018|31122018|80|A|4.2.1.2.04.02|7|04
4.2.1.2.04.02.05|Informática|01012018|31122018|81|A|4.2.1.2.04.02|7|04
4.2.1.2.04.02.06|Gestão/Planejamento Estratégico|01012018|31122018|82|A|4.2.1.2.04.02|7|04
4.2.1.2.04.02.07|Auditoria Contábil|01012018|31122018|83|A|4.2.1.2.04.02|7|04
4.2.1.2.04.02.08|Auditoria Atuarial/Benefícios|01012018|31122018|84|A|4.2.1.2.04.02|7|04
4.2.1.2.04.02.99|Outras|01012018|31122018|85|A|4.2.1.2.04.02|7|04
4.2.1.2.05|Despesas Gerais|01012018|31122018|86|A|4.2.1.2|5|04
4.2.1.2.06|Depreciações e Amortizações|01012018|31122018|87|A|4.2.1.2|5|04
4.2.1.2.07|Tributos|01012018|31122018|88|A|4.2.1.2|5|04
4.2.1.2.99|Outras Despesas|01012018|31122018|89|A|4.2.1.2|5|04
4.2.2|INVESTIMENTOS|01012018|31122018|90|S|4.2|3|04
4.2.2.1|DESPESAS COMUNS|01012018|31122018|91|S|4.2.2|4|04
4.2.2.1.01|PESSOAL E ENCARGOS|01012018|31122018|92|S|4.2.2.1|5|04
