CODIGO|DESCRICAO|DT_INI|DT_FIM|ORDEM|TIPO|COD_SUP|NIVEL|NATUREZA
1|ATIVO|01012015||1|S||1|01
1.01|ATIVO CIRCULANTE|01012015||2|S|1|2|01
1.01.01|DISPONIBILIDADES|01012015||3|S|1.01|3|01
1.01.01.01|CAIXA GERAL|01012015||4|S|1.01.01|4|01
1.01.01.01.01|Caixa Matriz|01012015||5|A|1.01.01.01|5|01
1.01.01.01.02|Caixa Filiais|01012015||6|A|1.01.01.01|5|01
1.01.01.02|DEPÓSITOS BANCÁRIOS - NO PAÍS|01012015||7|S|1.01.01|4|01
1.01.01.02.01|Bancos Conta Movimento|01012015||8|A|1.01.01.02|5|01
1.01.01.02.02|Contas Bancárias - Subvenções|01012015||9|A|1.01.01.02|5|01
1.01.01.02.03|Contas Bancárias - Doações|01012015||10|A|1.01.01.02|5|01
1.01.01.02.04|Contas Bancárias - Contribuições|01012015||11|A|1.01.01.02|5|01
1.01.01.02.09|Contas Bancárias - Recursos Sujeitos a Restrições|01012015||12|A|1.01.01.02|5|01
1.01.01.03|DEPÓSITOS BANCÁRIOS - NO EXTERIOR|01012015||13|S|1.01.01|4|01
1.01.01.03.01|Bancos Conta Movimento - no Exterior|01012015||14|A|1.01.01.03|5|01
1.01.01.03.02|Recursos no Exterior Decorrentes de Exportação|01012015||15|A|1.01.01.03|5|01
1.01.01.03.03|Contas Bancárias - Subvenções - no Exterior|01012015||16|A|1.01.01.03|5|01
1.01.01.03.04|Contas Bancárias - Doações - no Exterior|01012015||17|A|1.01.01.03|5|01
1.01.01.03.05|Contas Bancárias - Contribuições - no Exterior|01012015||18|A|1.01.01.03|5|01
1.01.01.03.09|Contas Bancárias - Recursos Sujeitos a Restrições - no Exterior|01012015||19|A|1.01.01.03|5|01
1.01.01.04|NUMERÁRIOS EM TRÂNSITO|01012015||20|S|1.01.01|4|01
1.01.01.04.01|Numerários em Trânsito|01012015||21|A|1.01.01.04|5|01
1.01.01.05|VALORES MOBILIÁRIOS - NO PAÍS|01012015||22|S|1.01.01|4|01
1.01.01.05.01|Títulos e Valores Mobiliários|01012015||23|A|1.01.01.05|5|01
1.01.01.05.02|Valores Mobiliários - Mercado de Capitais Interno|01012015||24|A|1.01.01.05|5|01
1.01.01.05.03|Valores Mobiliários - Aplicações de Subvenções|01012015||25|A|1.01.01.05|5|01
1.01.01.05.04|Valores Mobiliários - Aplicações de Doações|01012015||26|A|1.01.01.05|5|01
1.01.01.05.05|Valores Mobiliários - Aplicações de Contribuições|01012015||27|A|1.01.01.05|5|01
1.01.01.05.09|Valores Mobiliários - Aplicações de Recursos Sujeitos a Restrições|01012015||28|A|1.01.01.05|5|01
1.01.01.06|VALORES MOBILIÁRIOS - NO EXTERIOR|01012015||29|S|1.01.01|4|01
1.01.01.06.01|Títulos e Valores Mobiliários - no Exterior|01012015||30|A|1.01.01.06|5|01
1.01.01.06.02|Valores Mobiliários - Mercado de Capitais Externo|01012015||31|A|1.01.01.06|5|01
1.01.01.06.03|Valores Mobiliários - Aplicações de Subvenções - no Exterior|01012015||32|A|1.01.01.06|5|01
1.01.01.06.04|Valores Mobiliários - Aplicações de Doações - no Exterior|01012015||33|A|1.01.01.06|5|01
1.01.01.06.05|Valores Mobiliários - Aplicações de Contribuições - no Exterior|01012015||34|A|1.01.01.06|5|01
1.01.01.06.09|Valores Mobiliários - Aplicações de Recursos Sujeitos a Restrições - no Exterior|01012015||35|A|1.01.01.06|5|01
1.01.01.09|OUTRAS DISPONIBILIDADES|01012015||36|S|1.01.01|4|01
1.01.01.09.09|Outras Disponibilidades|01012015||37|A|1.01.01.09|5|01
1.01.02|CRÉDITOS|01012015||38|S|1.01|3|01
1.01.02.01|ADIANTAMENTOS|01012015||39|S|1.01.02|4|01
1.01.02.01.01|Adiantamentos a Fornecedores - Circulante|01012015||40|A|1.01.02.01|5|01
1.01.02.01.02|Adiantamentos a Funcionários - Circulante|01012015||41|A|1.01.02.01|5|01
1.01.02.01.03|Adiantamentos a Terceiros - Circulante|01012015||42|A|1.01.02.01|5|01
1.01.02.02|VALORES A RECEBER|01012015||43|S|1.01.02|4|01
1.01.02.02.01|Mensalidades a Receber - Educação Básica|01012015||44|A|1.01.02.02|5|01
1.01.02.02.02|Mensalidades a Receber - Educação Superior - Graduação|01012015||45|A|1.01.02.02|5|01
1.01.02.02.03|Mensalidades a Receber - Educação Superior - Pós-graduação|01012015||46|A|1.01.02.02|5|01
1.01.02.02.04|Clientes - Outros Serviços Educacionais a Receber|01012015||47|A|1.01.02.02|5|01
1.01.02.02.05|Clientes - Serviços  de  Saúde|01012015||48|A|1.01.02.02|5|01
1.01.02.02.06|Clientes - Assistência Social|01012015||49|A|1.01.02.02|5|01
1.01.02.02.07|Valores a Receber de Terceiros|01012015||50|A|1.01.02.02|5|01
1.01.02.02.08|Valores a Receber de Pessoas Ligadas|01012015||51|A|1.01.02.02|5|01
1.01.02.02.09|Recebíveis Sujeitos a Ajuste a Valor Presente|01012015||52|A|1.01.02.02|5|01
1.01.02.02.21|(-) Juros a Apropriar Relativos a Ajustes a Valor Presente|01012015||53|A|1.01.02.02|5|01
1.01.02.02.22|(-) Provisões para Créditos de Liquidação Duvidosa|01012015||54|A|1.01.02.02|5|01
1.01.02.03|TRIBUTOS A RECUPERAR/COMPENSAR|01012015||55|S|1.01.02|4|01
1.01.02.03.01|Tributos Federais a Recuperar|01012015||56|A|1.01.02.03|5|01
1.01.02.03.02|Tributos Estaduais a Recuperar|01012015||57|A|1.01.02.03|5|01
1.01.02.03.03|Tributos Municipais a Recuperar|01012015||58|A|1.01.02.03|5|01
1.01.02.03.04|Tributos Federais a Compensar|01012015||59|A|1.01.02.03|5|01
