CODIGO|DESCRICAO|DT_INI|DT_FIM|ORDEM|TIPO|COD_SUP|NIVEL|NATUREZA
4|SUPERÁVIT/DÉFICIT LÍQUIDO DO EXERCÍCIO|01012021||2|S||1|04
4.01|RECEITAS|01012021||3|S|4|2|04
4.01.01|RECEITA DAS ATIVIDADES|01012021||4|S|4.01|3|04
4.01.01.01|RECEITA DE SUBVENÇÕES|01012021||5|S|4.01.01|4|04
4.01.01.01.01|Subvenções Governamentais - União|01012021||6|A|4.01.01.01|5|04
4.01.01.01.02|Subvenções Governamentais - Estados|01012021||7|A|4.01.01.01|5|04
4.01.01.01.03|Subvenções Governamentais - Municípios|01012021||8|A|4.01.01.01|5|04
4.01.01.01.04|Subvenções Não Governamentais de Pessoas Jurídicas|01012021||9|A|4.01.01.01|5|04
4.01.01.01.05|Subvenções Não Governamentais de Pessoas Físicas|01012021||10|A|4.01.01.01|5|04
4.01.01.02|RECEITA DE DOAÇÕES|01012021||11|S|4.01.01|4|04
4.01.01.02.01|Doações Governamentais - União|01012021||12|A|4.01.01.02|5|04
4.01.01.02.02|Doações Governamentais - Estados|01012021||13|A|4.01.01.02|5|04
4.01.01.02.03|Doações Governamentais - Municípios|01012021||14|A|4.01.01.02|5|04
4.01.01.02.04|Doações Não Governamentais de Pessoas Jurídicas|01012021||15|A|4.01.01.02|5|04
4.01.01.02.05|Doações Não Governamentais de Pessoas Físicas|01012021||16|A|4.01.01.02|5|04
4.01.01.03|RECEITA DE CONTRIBUIÇÕES|01012021||17|S|4.01.01|4|04
4.01.01.03.01|Contribuições Governamentais - União|01012021||18|A|4.01.01.03|5|04
4.01.01.03.02|Contribuições Governamentais - Estados|01012021||19|A|4.01.01.03|5|04
4.01.01.03.03|Contribuições Governamentais - Municípios|01012021||20|A|4.01.01.03|5|04
4.01.01.03.04|Contribuições Não Governamentais de Pessoas Jurídicas|01012021||21|A|4.01.01.03|5|04
4.01.01.03.05|Contribuições Não Governamentais de Pessoas Físicas|01012021||22|A|4.01.01.03|5|04
4.01.01.05|RECEITAS DA GRATUIDADE E DO TRABALHO VOLUNTÁRIO|01012021||23|S|4.01.01|4|04
4.01.01.05.01|Receitas da Gratuidade|01012021||24|A|4.01.01.05|5|04
4.01.01.05.09|(-) Custos e Despesas da Gratuidade|01012021||25|A|4.01.01.05|5|04
4.01.01.05.11|Receitas do Trabalho Voluntário|01012021||26|A|4.01.01.05|5|04
4.01.01.05.19|(-) Custos e Despesas do Trabalho Voluntário|01012021||27|A|4.01.01.05|5|04
4.01.01.07|RECEITA DA VENDA DE PRODUTOS/MERCADORIAS/SERVIÇOS|01012021||28|S|4.01.01|4|04
