CODIGO|DESCRICAO|DT_INI|DT_FIM|ORDEM|TIPO|COD_SUP|NIVEL|NATUREZA
3|LUCRO LÍQUIDO DO PERÍODO DE APURAÇÃO|01012018|31122018|2|S||1|04
3.01|LUCRO LÍQUIDO ANTES DO IRPJ E DA CSLL|01012018|31122018|3|S|3|2|04
3.01.01|RESULTADO DO PERÍODO DE APURAÇÃO|01012018|31122018|4|S|3.01|3|04
3.01.01.01|RESULTADO OPERACIONAL|01012018|31122018|5|S|3.01.01|4|04
3.01.01.01.01|RESULTADO DA ATIVIDADE DE SEGUROS, PREVIDÊNCIA ABERTA E CAPITALIZAÇÃO|01012018|31122018|6|S|3.01.01.01|5|04
3.01.01.01.01.01|PRÊMIOS GANHOS|01012018|31122018|7|S|3.01.01.01.01|6|04
3.01.01.01.01.01.01|Prêmios de Seguros Diretos e de Resseguros Retidos|01012018|31122018|8|A|3.01.01.01.01.01|7|04
3.01.01.01.01.01.02|(-) Ajustes de Emissão (Descontos, Cancelamentos e Restituições)|01012018|31122018|9|A|3.01.01.01.01.01|7|04
3.01.01.01.01.01.03|Prêmios de Cosseguros Aceitos e Retrocessões|01012018|31122018|10|A|3.01.01.01.01.01|7|04
3.01.01.01.01.01.04|(-)Prêmios de Cosseguros Cedidos, Resseguros Cedidos e Cedidos a Consórcios e Fundos|01012018|31122018|11|A|3.01.01.01.01.01|7|04
3.01.01.01.01.01.05|Variações das Provisões Técnicas|01012018|31122018|12|A|3.01.01.01.01.01|7|04
3.01.01.01.01.02|OUTROS GANHOS|01012018|31122018|13|S|3.01.01.01.01|6|04
3.01.01.01.01.02.01|(-)Indenizações Avisadas|01012018|31122018|14|A|3.01.01.01.01.02|7|04
3.01.01.01.01.02.02|(-)Despesas com Sinistro|01012018|31122018|15|A|3.01.01.01.01.02|7|04
3.01.01.01.01.02.03|(-)Despesas com Benefícios e Resgates|01012018|31122018|16|A|3.01.01.01.01.02|7|04
3.01.01.01.01.02.04|Recuperação de Sinistros|01012018|31122018|17|A|3.01.01.01.01.02|7|04
3.01.01.01.01.02.05|Salvados|01012018|31122018|18|A|3.01.01.01.01.02|7|04
3.01.01.01.01.02.06|Ressarcimentos|01012018|31122018|19|A|3.01.01.01.01.02|7|04
