CODIGO|DESCRICAO|DT_INI|DT_FIM|ORDEM|TIPO|COD_SUP|NIVEL|NATUREZA
1|ATIVO|01012021||1|S||1|01
1.1|ATIVO CIRCULANTE|01012021||2|S|1|2|01
1.1.1|FP - ATIVO CIRCULANTE - FUNDO PARTIDARIO|01012021||3|S|1.1|3|01
1.1.1.01|FP - DISPONIVEL|01012021||4|S|1.1.1|4|01
1.1.1.01.01|FP - CAIXA|01012021||5|S|1.1.1.01|5|01
1.1.1.01.01.01|FP - Fundo de caixa|01012021||6|A|1.1.1.01.01|6|01
1.1.1.01.02|FP - BANCOS CONTA MOVIMENTO|01012021||7|S|1.1.1.01|5|01
1.1.1.01.02.01|FP - Bancos ........ conta do FUNDO PARTIDARIO|01012021||8|A|1.1.1.01.02|6|01
1.1.1.01.02.02|FP - Bancos ........ conta especial - Fundacao partidaria|01012021||9|A|1.1.1.01.02|6|01
1.1.1.01.02.03|FP - Bancos ........ conta especial - Mulher|01012021||10|A|1.1.1.01.02|6|01
1.1.1.01.02.99|FP - (-) Recursos de origem vedada ou nao identificada - conta retificadora|01012021||11|A|1.1.1.01.02|6|01
1.1.1.01.03|FP - APLICACOES FINANCEIRAS|01012021||12|S|1.1.1.01|5|01
1.1.1.01.03.01|FP - Bancos ........ aplicacao financeira de FUNDO PARTIDARIO|01012021||13|A|1.1.1.01.03|6|01
1.1.1.01.03.02|FP - Outras aplicacoes financeiras|01012021||14|A|1.1.1.01.03|6|01
1.1.1.01.03.99|FP - (-) Provisao para perdas em aplicacoes financeiras|01012021||15|A|1.1.1.01.03|6|01
1.1.1.02|FP - DIREITOS REALIZAVEIS EM CURTO PRAZO|01012021||16|S|1.1.1|4|01
1.1.1.02.01|FP - TRANSFERENCIAS DO FUNDO PARTIDARIO A RECEBER|01012021||17|S|1.1.1.02|5|01
1.1.1.02.01.01|FP - Transferencias a receber da Direcao Nacional|01012021||18|A|1.1.1.02.01|6|01
1.1.1.02.01.02|FP - Transferencias a receber da Direcao Estadual|01012021||19|A|1.1.1.02.01|6|01
1.1.1.02.01.03|FP - Transferencias a receber da Direcao Municipal|01012021||20|A|1.1.1.02.01|6|01
1.1.1.02.02|FP - SOBRAS FINANCEIRAS DE CAMPANHAS A RECEBER|01012021||21|S|1.1.1.02|5|01
1.1.1.02.02.01|FP - Sobras de candidatos a receber|01012021||22|A|1.1.1.02.02|6|01
1.1.1.02.02.02|FP - Sobras de comites financeiros a receber|01012021||23|A|1.1.1.02.02|6|01
1.1.1.02.02.03|FP - Sobras de diretorios partidarios a receber|01012021||24|A|1.1.1.02.02|6|01
1.1.1.02.03|FP - SOBRAS DE BENS ESTIMAVEIS EM DINHEIRO A RECEBER|01012021||25|S|1.1.1.02|5|01
1.1.1.02.03.01|FP - Sobras de candidatos a receber - estimaveis|01012021||26|A|1.1.1.02.03|6|01
1.1.1.02.03.02|FP - Sobras de comites financeiros a receber - estimaveis|01012021||27|A|1.1.1.02.03|6|01
1.1.1.02.03.03|FP - Sobras de diretorios partidarios a receber - estimaveis|01012021||28|A|1.1.1.02.03|6|01
1.1.1.02.04|FP - CREDITOS A RECEBER|01012021||29|S|1.1.1.02|5|01
1.1.1.02.04.01|FP - Titulos a receber|01012021||30|A|1.1.1.02.04|6|01
1.1.1.02.04.02|FP - Alugueis a receber|01012021||31|A|1.1.1.02.04|6|01
1.1.1.02.04.03|FP - Outros creditos a receber|01012021||32|A|1.1.1.02.04|6|01
1.1.1.02.04.99|FP - (-) Provisao para perdas em creditos a receber|01012021||33|A|1.1.1.02.04|6|01
1.1.1.02.05|FP - DEPOSITOS RESTITUIVEIS E VALORES VINCULADOS|01012021||34|S|1.1.1.02|5|01
1.1.1.02.05.01|FP - Depositos ou bloqueios judiciais|01012021||35|A|1.1.1.02.05|6|01
1.1.1.02.05.02|FP - Depositos ou bloqueios extrajudiciais|01012021||36|A|1.1.1.02.05|6|01
1.1.1.03|FP - ADIANTAMENTOS|01012021||37|S|1.1.1|4|01
1.1.1.03.01|FP - ADIANTAMENTOS A EMPREGADOS|01012021||38|S|1.1.1.03|5|01
1.1.1.03.01.01|FP - Adiantamentos de salarios|01012021||39|A|1.1.1.03.01|6|01
1.1.1.03.01.02|FP - Adiantamentos de 13º salario|01012021||40|A|1.1.1.03.01|6|01
1.1.1.03.01.03|FP - Adiantamentos de ferias|01012021||41|A|1.1.1.03.01|6|01
1.1.1.03.01.04|FP - Outros adiantamentos a empregados|01012021||42|A|1.1.1.03.01|6|01
1.1.1.03.02|FP - ADIANTAMENTOS DIVERSOS|01012021||43|S|1.1.1.03|5|01
1.1.1.03.02.01|FP - Adiantamentos para viagens|01012021||44|A|1.1.1.03.02|6|01
1.1.1.03.02.02|FP - Adiantamentos a fornecedores|01012021||45|A|1.1.1.03.02|6|01
1.1.1.03.02.03|FP - Outros adiantamentos diversos|01012021||46|A|1.1.1.03.02|6|01
1.1.1.04|FP - ESTOQUES|01012021||47|S|1.1.1|4|01
1.1.1.04.01|FP - ESTOQUE DE MATERIAIS PARA CONSUMO|01012021||48|S|1.1.1.04|5|01
1.1.1.04.01.01|FP - Estoque de materiais de expediente|01012021||49|A|1.1.1.04.01|6|01
1.1.1.04.01.02|FP - Estoque de materiais impressos|01012021||50|A|1.1.1.04.01|6|01
1.1.1.04.01.03|FP - Estoque de materiais de informatica|01012021||51|A|1.1.1.04.01|6|01
1.1.1.04.01.04|FP - Estoque de materiais de copa e cozinha|01012021||52|A|1.1.1.04.01|6|01
1.1.1.04.01.05|FP - Estoque de materiais de limpeza|01012021||53|A|1.1.1.04.01|6|01
1.1.1.04.01.06|FP - Estoque de outros materiais para consumo|01012021||54|A|1.1.1.04.01|6|01
1.1.1.04.02|FP - ESTOQUE DE MATERIAIS PARA COMERCIALIZACAO/DISTRIBUICAO|01012021||55|S|1.1.1.04|5|01
1.1.1.04.02.01|FP - Estoque de materiais de divulgacao destinados à comercializacao|01012021||56|A|1.1.1.04.02|6|01
1.1.1.04.02.02|FP - Estoque de outros materiais para distribuicao|01012021||57|A|1.1.1.04.02|6|01
1.1.1.05|FP - DESPESAS ANTECIPADAS|01012021||58|S|1.1.1|4|01
1.1.1.05.01|FP - DESPESAS DIVERSAS PAGAS ANTECIPADAMENTE|01012021||59|S|1.1.1.05|5|01
1.1.1.05.01.01|FP - Premios de seguro a apropriar|01012021||60|A|1.1.1.05.01|6|01
1.1.1.05.01.02|FP - Alugueis pagos antecipadamente a apropriar|01012021||61|A|1.1.1.05.01|6|01
1.1.1.05.01.03|FP - Assinaturas e anuidades a apropriar|01012021||62|A|1.1.1.05.01|6|01
1.1.1.05.01.04|FP - Outras despesas pagas antecipadamente a apropriar|01012021||63|A|1.1.1.05.01|6|01
1.1.2|OR - ATIVO CIRCULANTE - OUTROS RECURSOS|01012021||64|S|1.1|3|01
1.1.2.01|OR - DISPONIVEL|01012021||65|S|1.1.2|4|01
1.1.2.01.01|OR - CAIXA|01012021||66|S|1.1.2.01|5|01
1.1.2.01.01.01|OR - Fundo de caixa|01012021||67|A|1.1.2.01.01|6|01
1.1.2.01.02|OR - BANCOS CONTA MOVIMENTO|01012021||68|S|1.1.2.01|5|01
1.1.2.01.02.01|OR - Bancos ....... conta de OUTROS RECURSOS|01012021||69|A|1.1.2.01.02|6|01
1.1.2.01.02.02|OR - Bancos ....... conta de DOACOES PARA CAMPANHA|01012021||70|A|1.1.2.01.02|6|01
1.1.2.01.02.03|OR - Bancos ....... Outras contas|01012021||71|A|1.1.2.01.02|6|01
1.1.2.01.02.99|OR - (-) Recursos de origem vedada ou nao identificada - conta retificadora|01012021||72|A|1.1.2.01.02|6|01
1.1.2.01.03|OR - APLICACOES FINANCEIRAS|01012021||73|S|1.1.2.01|5|01
1.1.2.01.03.01|OR - Bancos ........ aplicacao financeira de OUTROS RECURSOS|01012021||74|A|1.1.2.01.03|6|01
1.1.2.01.03.02|OR - Outras aplicacoes financeiras|01012021||75|A|1.1.2.01.03|6|01
1.1.2.01.03.99|OR - (-) Provisao para perdas em aplicacoes financeiras|01012021||76|A|1.1.2.01.03|6|01
