CODIGO|DESCRICAO|DT_INI|DT_FIM|ORDEM|TIPO|COD_SUP|NIVEL|NATUREZA
1|ATIVO|01012018||1|S||1|01
1.1|ATIVO CIRCULANTE|01012018||2|S|1|2|01
1.1.1|FP - ATIVO CIRCULANTE - FUNDO PARTIDÁRIO|01012018||3|S|1.1|3|01
1.1.1.01|FP - DISPONÍVEL|01012018||4|S|1.1.1|4|01
1.1.1.01.01|FP - CAIXA|01012018||5|S|1.1.1.01|5|01
1.1.1.01.01.01|FP - Fundo de caixa|01012018||6|A|1.1.1.01.01|6|01
1.1.1.01.02|FP - BANCOS CONTA MOVIMENTO|01012018||7|S|1.1.1.01|5|01
1.1.1.01.02.01|FP - Bancos ........ conta do FUNDO PARTIDÁRIO|01012018||8|A|1.1.1.01.02|6|01
1.1.1.01.02.02|FP - Bancos ........ conta especial - Fundação partidária|01012018||9|A|1.1.1.01.02|6|01
1.1.1.01.02.03|FP - Bancos ........ conta especial - Mulher|01012018||10|A|1.1.1.01.02|6|01
1.1.1.01.02.99|FP - (-) Recursos de origem vedada ou não identificada - conta retificadora|01012018||11|A|1.1.1.01.02|6|01
1.1.1.01.03|FP - APLICAÇÕES FINANCEIRAS|01012018||12|S|1.1.1.01|5|01
1.1.1.01.03.01|FP - Bancos ........ aplicação financeira de FUNDO PARTIDÁRIO|01012018||13|A|1.1.1.01.03|6|01
1.1.1.01.03.02|FP - Outras aplicações financeiras|01012018||14|A|1.1.1.01.03|6|01
1.1.1.01.03.99|FP - (-) Provisão para perdas em aplicações financeiras|01012018||15|A|1.1.1.01.03|6|01
1.1.1.02|FP - DIREITOS REALIZÁVEIS EM CURTO PRAZO|01012018||16|S|1.1.1|4|01
1.1.1.02.01|FP - TRANSFERÊNCIAS DO FUNDO PARTIDÁRIO A RECEBER|01012018||17|S|1.1.1.02|5|01
1.1.1.02.01.01|FP - Transferências a receber da Direção Nacional|01012018||18|A|1.1.1.02.01|6|01
